N,P,K,pH,temperature,rainfall,crop
191.0,89.0,240.875,6.8375,21.825,80.0,maize
200.0,53.0,280.0,6.8,22.35,135.0,sugercane
40.0,4.5,21.0,6.1,16.625,48.125,pulses
128.0,44.85,219.0,7.15,23.5,74.5,wheat
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
80.0,41.0,40.0,7.0,27.875,40.0,jowar
130.0,25.5,100.0,6.0,29.375,53.5,grapes
133.75,24.25,100.0,5.8625,30.0,56.5,grapes
200.0,51.675,273.0,7.0,22.35,141.875,sugercane
78.0,40.0,40.0,7.1375,27.875,40.0,jowar
191.0,89.0,234.70625,7.0,22.5,80.0,maize
191.0,89.0,235.0,6.8125,22.5,78.5,maize
126.25,25.5,98.0,6.0,30.0,55.0,grapes
205.0,53.0,280.0,7.050000000000001,22.35,135.0,sugercane
80.0,40.0,41.0,7.0,28.5,39.0,jowar
128.0,47.15,224.475,7.15,23.5,76.05,wheat
200.0,53.0,280.0,6.8,23.65,141.875,sugercane
133.75,25.0,100.0,5.683125,30.0,55.0,grapes
130.0,25.75,100.0,6.0,30.625,53.5,grapes
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
80.0,40.0,40.0,7.0,28.5,39.0,jowar
191.0,89.0,235.0,7.1875,22.5,80.0,maize
195.0,53.0,280.0,7.2,22.35,146.46875,sugercane
80.0,40.0,41.0,7.0,28.5,39.0,jowar
195.775,89.0,229.125,7.0,22.5,81.5,maize
191.0,89.0,240.875,7.0,21.825,78.5,maize
103.75,54.0,197.875,6.5,30.0,20.0,oilcrop
130.0,25.5,100.0,6.0,29.375,53.5,grapes
128.0,47.15,213.525,7.15,23.5,74.5,wheat
128.0,47.15,213.525,7.15,23.5,74.5,wheat
129.8125,25.0,97.0,6.0,30.0,55.0,grapes
124.8,47.15,224.475,7.15,23.5,72.95,wheat
80.0,40.0,38.9525,7.0,28.5,40.0,jowar
82.0,40.0,40.0,7.0,27.875,40.0,jowar
200.0,54.325,266.35,7.0,22.35,137.5,sugercane
80.0,40.0,40.0,7.0,27.875,40.0,jowar
95.0,54.0,207.5,6.5,30.25,20.5,oilcrop
200.0,53.0,280.0,6.8,22.35,135.0,sugercane
95.0,54.0,207.5,6.5,31.5,20.0,oilcrop
200.0,53.0,287.0,6.85,22.35,137.5,sugercane
191.0,89.0,240.875,7.0,22.5,80.0,maize
191.0,89.0,223.54375,7.0,22.5,80.0,maize
191.0,91.225,229.125,7.0,22.5,80.0,maize
97.5,53.55,207.5,6.5,29.95625,20.0,oilcrop
128.0,47.15,224.475,7.15,23.5,76.05,wheat
40.0,4.5,20.7,5.9125,17.5,51.875,pulses
40.0,4.5,20.7,6.1,17.125,51.875,pulses
128.0,47.15,213.525,7.15,23.5,74.5,wheat
191.0,89.0,234.70625,7.0,22.5,80.0,maize
100.0,54.0,207.5,6.3125,30.0,20.5,oilcrop
100.0,54.0,207.5,6.5,30.0,20.0,oilcrop
200.0,51.675,273.0,7.0,22.35,137.5,sugercane
80.0,41.0,40.0,7.0,29.125,40.0,jowar
131.2,47.15,224.475,7.3125,22.875,74.5,wheat
128.0,47.15,219.0,6.9875,23.5,76.05,wheat
80.0,38.05,40.0,6.8625,29.78125,40.0,jowar
191.0,89.0,223.25,7.0,21.825,80.0,maize
200.0,54.325,280.0,7.0,23.65,137.5,sugercane
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
100.0,54.0,207.5,6.3125,30.0,20.5,oilcrop
40.0,4.5,20.7,6.1,17.125,51.875,pulses
82.0,40.0,38.9525,7.0,28.5,40.0,jowar
130.0,25.75,100.0,6.0,30.625,53.5,grapes
128.0,47.15,213.525,7.15,23.5,74.5,wheat
40.0,4.5,21.0,6.1,17.875,46.34375,pulses
103.75,54.45,207.5,6.6375,30.0,20.0,oilcrop
133.75,25.0,100.0,5.8375,30.0,55.0,grapes
80.0,40.0,41.0,7.0,28.5,39.0,jowar
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
80.0,41.0,40.0,7.0,29.125,41.0,jowar
96.25,53.55,207.5,6.5,29.125,20.0,oilcrop
191.0,86.775,235.0,7.0,22.5,80.0,maize
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
136.5,25.0,100.0,6.1625,30.0,55.0,grapes
195.775,91.225,235.0,7.0,22.5,80.0,maize
200.0,53.0,287.0,7.15,23.65,137.5,sugercane
100.0,54.0,207.5,6.134375,30.0,20.0,oilcrop
131.2,47.15,219.0,7.3125,23.575,74.5,wheat
126.25,26.5375,100.0,6.0,30.0,56.5,grapes
80.0,41.0,40.0,7.0,29.125,41.0,jowar
191.0,86.775,247.04375,7.0,23.175,80.0,maize
191.0,89.0,240.875,7.0,22.275,81.5,maize
122.6875,25.0,100.0,6.0,30.0,53.5,grapes
128.0,44.85,219.0,7.15,23.5,74.5,wheat
40.0,4.5,21.75,6.1,17.125,51.875,pulses
40.0,4.5,21.0,6.1,17.0,48.125,pulses
191.0,89.0,235.0,7.0,23.175,77.5,maize
195.0,53.0,280.0,7.2,22.35,133.125,sugercane
40.0,4.5,20.7,6.1,17.125,51.875,pulses
128.0,47.15,213.525,7.15,23.5,74.5,wheat
80.0,40.0,37.1475,7.2125,28.5,40.0,jowar
80.0,39.0,42.05,7.0,28.5,41.0,jowar
128.0,44.85,219.0,7.3125,23.5,74.5,wheat
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
126.25,25.0,99.0,6.0,30.0,55.0,grapes
80.0,40.0,40.0,6.8625,27.875,40.0,jowar
124.8,47.15,224.475,7.15,23.5,72.95,wheat
80.0,41.0,40.0,7.0,27.875,40.0,jowar
80.0,40.0,41.0,7.0,28.5,39.0,jowar
103.75,54.0,207.5,6.3625,30.0,20.0,oilcrop
38.75,4.5,21.0,6.1,17.5,48.125,pulses
191.0,89.0,240.875,7.0,23.175,80.0,maize
126.25,25.75,100.0,6.0,30.625,53.5,grapes
126.25,25.75,102.0,6.0,30.0,55.0,grapes
133.75,25.0,100.0,5.8375,30.0,55.0,grapes
191.0,89.0,229.125,7.0,22.5,80.0,maize
200.0,54.325,273.0,7.15,22.35,137.5,sugercane
191.0,89.0,240.875,7.0,23.175,80.0,maize
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
40.0,4.5,21.0,6.1,17.875,51.875,pulses
200.0,53.0,280.0,7.0,23.65,141.875,sugercane
100.0,54.0,207.5,6.3125,30.0,20.0,oilcrop
130.0,25.75,100.0,6.0,30.625,53.5,grapes
191.0,89.0,229.125,7.0,21.825,80.0,maize
191.0,89.0,229.125,7.0,22.5,80.0,maize
40.0,4.5,21.0,6.1,17.125,51.875,pulses
128.0,44.85,219.0,7.345,23.5,74.5,wheat
205.0,53.0,280.0,7.0,23.65,133.125,sugercane
40.0,4.5,21.0,6.1,17.5,51.875,pulses
126.25,25.0,96.1,6.0,30.0,55.0,grapes
126.25,24.25,100.0,6.0,30.0,55.25,grapes
128.0,44.85,219.0,7.15,23.5,74.5,wheat
41.25,4.325,21.0,6.1,17.5,48.125,pulses
95.0,54.0,207.5,6.5,30.25,20.0,oilcrop
124.8,47.15,213.525,7.15,23.5,74.5,wheat
191.0,89.0,235.0,6.975,22.5,80.0,maize
128.0,47.15,213.525,7.15,23.5,74.5,wheat
78.0,41.0,40.0,7.0,29.125,41.0,jowar
96.25,54.0,207.5,6.493125,29.125,20.0,oilcrop
128.0,44.85,219.0,7.15,22.95,74.5,wheat
126.25,25.0,97.0,6.0,30.0,55.0,grapes
200.0,51.675,287.0,7.0,22.9675,137.5,sugercane
191.0,89.0,240.875,7.0,21.825,80.0,maize
80.0,41.0,40.0,7.0,29.125,39.0,jowar
80.0,41.0,42.05,7.0,28.5,41.0,jowar
126.25,24.25,97.0,6.0,30.0,55.0,grapes
38.0,4.5,21.0,6.1,17.125,48.125,pulses
80.0,41.0,40.0,7.0,29.125,41.0,jowar
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
96.25,54.0,207.5,6.5,29.125,20.0,oilcrop
98.75,54.0,207.5,6.5,30.0,19.5,oilcrop
191.0,91.225,229.125,7.0,22.5,80.0,maize
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
200.0,53.0,287.0,7.0,23.65,137.5,sugercane
191.0,89.0,235.0,6.8125,22.5,81.5,maize
100.0,56.25,207.5,6.5,30.0,19.5,oilcrop
40.75,4.5,21.0,6.1,17.5,51.875,pulses
40.0,4.5,20.25,6.1,17.875,48.125,pulses
82.0,39.95,40.0,7.0,29.125,40.0,jowar
200.0,53.0,280.0,6.85,23.65,137.5,sugercane
200.0,53.0,273.0,6.8,22.35,140.0,sugercane
40.0,4.5,21.0,6.1,17.5,51.875,pulses
40.0,4.5,21.0,6.2875,17.5,51.875,pulses
80.0,40.0,39.95,7.0,29.3,41.0,jowar
122.6875,25.0,102.0,6.0,30.0,55.0,grapes
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
40.0,4.5,21.0,6.1,17.875,51.875,pulses
130.0,25.0,100.0,6.0,30.25,53.5,grapes
41.25,4.5,21.0,6.1,18.0,48.125,pulses
95.0,54.0,207.5,6.5,30.25,20.0,oilcrop
80.0,40.0,42.05,7.0,28.5,41.0,jowar
103.75,51.75,207.5,6.5,29.125,20.0,oilcrop
80.0,41.0,39.95,7.0,28.5,40.0,jowar
124.8,44.85,224.475,7.15,23.5,74.5,wheat
40.0,4.5,21.0,6.1,17.125,51.875,pulses
96.25,54.0,207.5,6.5,29.125,20.0,oilcrop
97.5,54.0,207.5,6.5,29.95625,20.0,oilcrop
80.0,38.05,40.0,6.8625,29.125,40.0,jowar
40.0,4.5,21.0,6.1,17.0,48.125,pulses
100.0,54.0,207.5,6.3125,30.0,20.0,oilcrop
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
100.0,54.0,207.5,6.3125,30.0,20.0,oilcrop
80.0,40.0,37.1475,7.2125,28.5,40.0,jowar
191.0,89.0,229.125,7.0,22.95,80.0,maize
80.0,40.0,40.0,7.0,27.875,40.0,jowar
103.75,54.0,206.75,6.5,30.0,20.0,oilcrop
80.0,40.0,41.0,7.0,28.5,39.0,jowar
40.0,4.45,21.0,6.1,17.375,51.875,pulses
200.0,53.0,280.0,6.8,23.65,141.875,sugercane
124.8,44.85,213.525,7.15,23.5,74.5,wheat
128.0,43.7575,219.0,6.7925,23.5,74.5,wheat
195.775,89.0,229.125,7.0,21.825,80.0,maize
103.75,54.0,207.5,6.3625,30.0,20.0,oilcrop
128.0,47.15,224.475,7.15,23.5,76.05,wheat
130.0,26.5375,100.0,6.0,30.0,56.5,grapes
133.75,25.0,100.0,5.8375,29.125,55.0,grapes
195.775,89.0,240.875,7.0,23.175,80.0,maize
103.75,54.0,207.5,6.5,30.0,19.5,oilcrop
100.0,53.55,207.5,6.5,30.0,19.5,oilcrop
126.25,25.0,103.0,6.0,29.125,55.0,grapes
130.0,25.0,100.0,6.0,28.5,53.5,grapes
40.0,4.5,21.0,6.404999999999999,17.5,51.875,pulses
80.0,40.0,37.1475,7.0,28.5,40.0,jowar
126.25,24.25,100.0,6.0,30.0,56.5,grapes
191.0,86.775,229.125,7.0,22.5,80.0,maize
128.0,48.3575,213.525,7.15,23.5,74.5,wheat
126.25,25.0,102.0,6.0,30.0,55.0,grapes
200.0,53.0,273.0,7.0,24.15,137.5,sugercane
100.0,54.0,217.125,6.6875,30.0,20.0,oilcrop
40.0,4.5,21.0,6.2875,17.5,51.875,pulses
200.0,54.325,279.65,7.0,22.35,137.5,sugercane
200.0,53.0,280.0,7.0,23.65,141.875,sugercane
40.0,4.5,21.0,6.1,17.5,48.125,pulses
186.225,89.0,229.125,7.0,22.5,80.0,maize
122.6875,24.25,100.0,6.0,30.0,55.0,grapes
200.0,51.675,273.0,7.0,22.9675,137.5,sugercane
100.0,54.0,207.5,6.3125,30.625,20.0,oilcrop
124.8,44.85,224.475,7.15,23.5,74.5,wheat
200.0,53.0,280.0,7.0,23.65,137.5,sugercane
40.0,4.5,21.0,6.1,17.0,48.125,pulses
129.8125,25.0,100.0,6.0,30.0,55.0,grapes
80.0,39.0,40.0,7.0,27.875,40.0,jowar
200.0,53.0,287.0,7.0,23.65,137.5,sugercane
191.0,89.0,234.70625,7.1625,23.175,80.0,maize
133.75,25.0,98.0,5.8375,30.0,55.0,grapes
131.2,47.15,219.0,7.3125,23.46875,74.5,wheat
40.0,4.5,21.0,6.1,17.5,51.875,pulses
195.775,89.0,229.125,7.0,22.5,79.925,maize
97.5,54.0,207.5,6.5,29.95625,20.0,oilcrop
128.0,44.85,219.0,7.15,23.5,74.5,wheat
40.0,4.5,21.0,6.1,17.125,46.34375,pulses
191.0,89.0,240.875,7.0,22.5,80.0,maize
96.25,54.0,207.5,6.5,29.125,20.0,oilcrop
99.8125,54.0,207.5,6.3625,29.125,20.0,oilcrop
200.0,53.0,287.0,7.0,23.65,141.875,sugercane
80.0,39.0,39.95,7.0,28.5,40.0,jowar
38.75,4.5,21.0,6.1,17.5,51.875,pulses
80.0,38.05,40.0,6.8625,29.125,40.0,jowar
128.0,44.85,219.0,7.3125,23.5,74.5,wheat
131.2,44.85,224.475,7.15,23.5,74.5,wheat
97.5,54.0,207.5,6.5,29.95625,20.0,oilcrop
39.25,4.5,21.0,6.1,17.875,48.125,pulses
80.0,39.95,40.0,7.0,29.125,40.0,jowar
191.0,89.0,235.0,6.8125,22.5,80.0,maize
205.0,53.0,280.0,7.2,22.9675,140.0,sugercane
200.0,54.325,287.0,7.3075,22.35,137.5,sugercane
191.0,89.0,235.0,6.8125,22.5,80.0,maize
128.0,47.15,213.525,7.15,22.875,74.5,wheat
200.0,51.675,287.0,7.0,22.35,137.5,sugercane
200.0,51.675,280.0,7.0,23.65,141.875,sugercane
122.6875,25.0,100.0,6.0,30.625,55.0,grapes
130.0,25.5,100.0,6.0,30.25,53.5,grapes
128.0,44.85,213.525,7.15,23.5,74.5,wheat
38.75,4.5,21.0,6.1,17.5,48.125,pulses
80.0,40.0,40.0,7.1375,27.875,40.0,jowar
100.0,54.0,207.5,6.5,30.0,20.0,oilcrop
200.0,53.0,266.0,6.8,22.35,140.0,sugercane
191.0,89.0,229.125,7.0,22.5,80.0,maize
40.0,4.5,21.0,6.1,17.125,48.125,pulses
191.0,89.0,235.0,6.8125,22.5,80.0,maize
131.0,25.0,102.0,6.1625,30.625,55.0,grapes
98.75,54.0,207.5,6.5,30.0,20.5,oilcrop
191.0,86.775,240.875,7.0,23.175,80.0,maize
191.0,89.0,229.125,7.0,22.5,80.0,maize
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
80.0,38.05,40.0,7.1375,29.125,40.0,jowar
200.0,54.325,273.0,7.15,22.35,137.5,sugercane
82.0,41.0,40.0,7.0,29.125,41.0,jowar
40.0,4.5,21.0,6.1,17.125,48.125,pulses
100.0,54.0,206.75,6.5,30.0,20.5,oilcrop
131.2,47.15,219.0,7.15,23.5,72.95,wheat
80.0,41.0,40.0,7.0,29.125,41.0,jowar
128.0,44.85,213.525,7.15,23.5,74.5,wheat
126.25,25.0,97.0,6.0,30.625,55.0,grapes
200.0,53.0,280.0,7.0,23.65,137.5,sugercane
40.0,4.55,21.0,6.1,17.875,51.875,pulses
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
195.775,89.0,229.125,7.0,22.5,80.0,maize
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
195.775,89.0,229.125,7.0,22.5,81.5,maize
80.0,40.0,39.95,7.0,28.5,39.0,jowar
130.0,25.0,100.0,6.0,28.5,53.5,grapes
128.0,44.85,224.475,7.15,23.5,74.5,wheat
205.0,53.0,273.0,6.8,22.35,140.0,sugercane
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
130.0,25.9875,100.0,6.0,30.0,56.5,grapes
200.0,51.675,287.0,7.0,22.35,137.5,sugercane
137.6875,25.0,100.0,5.8375,30.0,55.0,grapes
136.5,25.0,100.0,6.1625,30.0,55.0,grapes
200.0,53.0,280.0,7.0,23.65,141.875,sugercane
136.5,25.0,100.0,6.1625,30.0,55.0,grapes
95.0,54.0,207.5,6.5,31.5,20.0,oilcrop
100.0,54.0,207.5,6.5,30.0,21.0,oilcrop
191.0,89.0,229.125,7.0,22.5,80.0,maize
128.0,47.15,219.0,6.9875,23.5,76.05,wheat
130.0,25.75,100.0,6.0,30.625,53.5,grapes
131.0,25.0,100.0,6.1625,29.96875,55.0,grapes
191.0,89.0,235.0,7.1875,22.5,82.5,maize
80.0,41.0,40.0,7.0,28.46875,41.0,jowar
128.0,44.85,219.0,7.15,23.5,74.5,wheat
78.0,41.0,39.95,7.0,28.5,40.0,jowar
200.0,53.0,280.0,7.0,22.9675,137.5,sugercane
191.0,89.0,223.54375,7.0,22.5,80.0,maize
200.0,53.0,273.0,6.8,22.35,135.0,sugercane
40.75,4.5,21.0,6.1,17.5,48.125,pulses
96.25,54.0,207.5,6.5,29.125,20.0,oilcrop
80.0,40.0,41.0,7.0,28.5,39.0,jowar
191.0,89.0,240.875,7.0,21.825,80.0,maize
191.0,86.775,235.0,7.0,21.825,80.0,maize
96.25,54.0,207.5,6.5,29.125,20.0,oilcrop
200.0,53.0,273.0,7.0,23.65,141.875,sugercane
191.0,89.0,234.70625,7.0,22.5,80.0,maize
128.0,44.85,224.475,7.15,23.5,74.5,wheat
98.75,54.0,207.5,6.5,30.0,20.0,oilcrop
200.0,53.0,280.0,7.0,23.65,141.875,sugercane
128.0,47.15,213.525,7.3125,23.5,74.5,wheat
80.0,40.0,41.0,6.8625,27.875,40.0,jowar
96.25,54.0,207.5,6.6375,29.125,20.0,oilcrop
200.0,53.0,280.0,6.8,22.35,135.0,sugercane
96.25,54.0,207.5,6.5,28.29375,20.0,oilcrop
100.0,54.0,207.5,6.5,30.0,19.5,oilcrop
195.0,53.0,280.0,7.2,22.35,141.875,sugercane
124.8,44.85,219.0,7.15,23.5,74.5,wheat
128.0,47.15,213.525,6.9875,23.5,74.5,wheat
128.0,46.0,219.0,7.182499999999999,23.5,72.95,wheat
130.0,24.25,100.0,6.0,30.625,53.5,grapes
80.0,38.05,40.0,7.1375,29.125,41.0,jowar
98.75,54.0,207.5,6.5,30.0,19.5,oilcrop
80.0,40.0,42.05,7.0,28.5,41.0,jowar
200.0,53.0,280.0,7.0,23.65,137.5,sugercane
128.0,44.85,219.0,7.15,23.5,74.5,wheat
80.0,40.0,40.0,7.0,27.075,40.0,jowar
191.0,89.0,234.70625,7.0,23.175,80.0,maize
40.0,4.5,21.0,6.1,17.0,46.34375,pulses
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
128.0,44.85,229.95,7.15,23.5,74.5,wheat
103.75,54.0,207.5,6.5,30.0,20.0,oilcrop
126.25,24.25,100.0,5.8625,30.0,56.5,grapes
101.25,56.25,207.5,6.5,30.0,19.5,oilcrop
128.0,44.85,219.0,7.3125,23.5,74.5,wheat
133.75,24.25,100.0,6.0,30.0,56.5,grapes
195.775,89.0,229.125,7.0,22.5,80.0,maize
80.0,41.0,40.0,7.0,28.46875,41.0,jowar
80.0,40.0,39.95,7.0,29.3,41.0,jowar
40.0,4.55,21.0,6.1,18.375,51.875,pulses
124.8,47.15,224.475,7.3125,23.5,74.5,wheat
100.0,54.0,197.875,6.6875,30.0,20.0,oilcrop
100.0,54.0,208.25,6.5,30.0,20.0,oilcrop
130.0,25.75,100.0,6.1375,30.625,53.5,grapes
80.0,40.0,40.0,6.8625,27.875,40.0,jowar
191.0,89.0,247.04375,7.0,23.175,80.0,maize
128.0,44.85,219.0,7.15,23.5,74.5,wheat
101.25,54.0,207.5,6.5,30.0,20.0,oilcrop
41.25,4.5,21.0,6.1,17.625,48.125,pulses
40.0,4.5,21.0,6.1,17.5,51.875,pulses
186.225,86.775,229.125,7.0,22.5,80.0,maize
80.0,41.0,40.0,7.2125,27.875,40.0,jowar
40.0,4.5,21.0,6.1,17.5,51.875,pulses
80.0,41.0,39.95,7.0,28.5,40.0,jowar
103.75,54.0,207.5,6.5,29.125,20.0,oilcrop
128.0,47.15,213.525,7.15,23.5,74.5,wheat
40.0,4.5,21.0,6.1,17.875,48.125,pulses
191.0,89.0,240.875,7.0,21.825,77.5,maize
200.0,51.675,273.0,7.0,22.35,137.5,sugercane
130.0,25.75,100.0,6.0,30.625,53.5,grapes
191.0,86.775,235.0,7.0,22.5,80.0,maize
80.0,41.0,40.0,6.7875,29.125,39.0,jowar
96.25,56.25,207.5,6.5,29.125,20.0,oilcrop
100.0,53.55,207.5,6.5,30.0,20.5,oilcrop
128.0,44.85,219.0,7.15,23.5,74.5,wheat
93.8125,54.0,207.5,6.5,31.5,20.0,oilcrop
97.5,54.0,207.5,6.6875,31.79375,20.0,oilcrop
40.0,4.5,21.0,6.2875,17.5,48.125,pulses
40.0,4.5,21.0,6.1,17.5,51.875,pulses
133.75,25.0,100.0,5.8375,29.375,55.0,grapes
186.225,89.0,240.875,7.0,23.175,80.0,maize
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
103.75,51.75,197.875,6.5,30.0,20.0,oilcrop
82.0,40.0,39.0,7.0,28.5,39.0,jowar
191.0,86.775,235.0,7.0,22.5,80.0,maize
128.0,44.85,224.475,7.15,23.5,74.5,wheat
205.0,53.0,280.0,7.2,22.35,140.0,sugercane
80.0,40.0,39.95,7.0,27.7,41.0,jowar
126.071875,25.0,100.0,6.0,30.0,55.0,grapes
40.0,4.5,21.0,6.1,17.5,48.125,pulses
80.0,40.0,41.0,7.0,28.5,39.0,jowar
130.0,26.5375,100.0,6.0,30.0,56.5,grapes
80.0,41.0,40.0,7.0,27.875,40.0,jowar
122.6875,25.0,100.0,6.0,30.0,55.0,grapes
40.0,4.5,21.0,6.1,17.5,48.125,pulses
40.0,4.5,21.0,6.1,18.0,48.125,pulses
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
200.0,54.325,273.0,7.0,22.35,137.5,sugercane
128.0,47.15,224.475,7.15,23.5,76.05,wheat
133.75,25.5,100.0,5.8375,30.0,55.0,grapes
200.0,53.0,280.0,7.0,23.65,141.875,sugercane
40.0,4.5,21.0,6.1,18.0,48.125,pulses
191.0,89.0,240.875,7.0,21.825,78.5,maize
41.25,4.5,21.0,6.2875,17.5,48.125,pulses
40.0,4.55,21.0,6.1,17.5,48.125,pulses
40.0,4.5,20.7,6.090625,17.5,51.875,pulses
205.0,53.0,280.0,7.0,23.65,137.5,sugercane
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
40.0,4.5,20.7,6.1,17.5,51.875,pulses
80.0,41.0,40.0,7.0,29.125,41.0,jowar
80.0,39.95,40.0,6.7875,29.125,40.0,jowar
80.0,41.0,39.95,7.0,27.7,40.0,jowar
80.0,40.0,40.0,7.1375,27.875,40.0,jowar
80.0,41.0,40.0,6.7875,29.125,39.0,jowar
130.0,25.4625,100.0,6.0,30.0,56.5,grapes
40.0,4.5,21.3,5.9125,17.5,51.875,pulses
40.0,4.5,22.5375,6.1,17.875,48.125,pulses
40.0,4.5,21.0,6.1,17.125,51.875,pulses
200.0,51.675,280.0,7.0,22.35,137.5,sugercane
131.0,25.0,100.0,6.1625,30.625,55.0,grapes
100.0,54.0,207.5,6.5,30.0,20.5,oilcrop
78.0,40.0,39.0,7.0,28.5,40.0,jowar
39.25,4.5,21.0,6.1,17.5,51.875,pulses
200.0,54.325,280.0,7.0,23.65,133.125,sugercane
133.75,24.25,100.0,6.0,30.0,56.5,grapes
191.0,89.0,240.875,7.1875,21.825,80.0,maize
191.0,89.0,240.875,7.0,21.825,80.0,maize
80.0,40.0,37.1475,7.0,28.5,40.0,jowar
130.0,25.0,100.0,6.0,31.16875,53.5,grapes
200.0,53.0,273.0,7.0,23.65,141.875,sugercane
127.84,47.15,219.0,7.3125,24.125,74.5,wheat
131.2,47.15,219.0,7.3125,24.125,74.5,wheat
131.2,47.15,229.95,7.15,23.5,72.95,wheat
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
80.0,40.0,41.0,7.0,27.7,39.0,jowar
200.0,51.675,273.0,7.0,22.35,137.5,sugercane
128.0,44.85,219.0,7.182499999999999,24.125,74.5,wheat
100.0,54.0,207.5,6.3125,30.0,20.0,oilcrop
101.25,56.25,207.5,6.5,30.0,19.5,oilcrop
40.0,4.5,21.0,6.1,18.0,47.5,pulses
200.0,51.675,273.0,7.0,22.35,137.5,sugercane
128.0,47.15,224.475,7.15,23.5,76.05,wheat
80.0,40.0,39.0,7.0,27.875,40.0,jowar
122.6875,25.0,100.0,6.0,30.0,55.0,grapes
129.8125,25.0,100.0,6.0,30.0,55.0,grapes
40.0,4.5,21.0,6.1,17.875,48.125,pulses
82.0,40.0,39.0,7.0,28.5,40.0,jowar
100.0,54.0,207.5,6.3125,30.0,20.5,oilcrop
41.25,4.5,20.25,6.1,17.5,48.125,pulses
100.0,54.0,207.5,6.5,29.375,20.0,oilcrop
200.0,53.0,280.0,6.8,22.35,135.0,sugercane
191.0,91.225,235.0,6.8125,22.5,80.0,maize
80.0,41.0,40.0,7.0,29.125,41.0,jowar
103.75,54.0,208.25,6.5,30.0,20.0,oilcrop
40.0,4.5,20.7,6.1,17.125,51.875,pulses
80.0,40.0,41.0,7.0,28.5,40.0,jowar
200.0,51.675,273.0,7.0,22.35,137.5,sugercane
200.0,54.325,287.0,7.15,22.35,135.0,sugercane
128.0,44.85,219.0,7.141875,23.5,74.5,wheat
200.0,53.0,279.65,7.0,23.65,137.5,sugercane
100.0,54.0,207.5,6.5,30.0,20.0,oilcrop
80.0,41.0,41.0,7.0,28.5,39.0,jowar
191.0,89.0,240.875,7.0,22.5,80.0,maize
200.0,54.325,273.0,7.0,22.35,137.5,sugercane
40.0,4.5,20.7,5.9125,17.5,51.875,pulses
80.0,39.0,39.95,7.0,28.5,40.0,jowar
130.0,24.25,100.0,6.0,30.625,53.5,grapes
126.25,25.0,102.0,6.0,30.0,55.0,grapes
122.6875,25.0,100.0,6.0,30.0,55.0,grapes
40.0,4.5,20.7,6.1,17.125,51.875,pulses
200.0,51.675,280.0,7.0,23.65,133.125,sugercane
191.0,89.0,240.875,7.0,23.175,80.0,maize
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
103.75,54.0,207.5,6.5,30.0,20.0,oilcrop
128.0,44.85,219.0,7.5075,23.5,74.5,wheat
200.0,53.0,273.0,7.0,23.65,137.5,sugercane
103.75,54.0,207.5,6.3625,30.0,20.0,oilcrop
128.0,44.85,219.0,7.15,23.5,74.5,wheat
130.0,24.25,100.0,6.0,30.625,53.5,grapes
98.75,54.0,207.5,6.5,30.0,19.5,oilcrop
40.0,4.5,21.0,5.9125,18.0,48.125,pulses
80.0,40.0,39.0,7.0,28.5,40.0,jowar
200.0,51.675,273.0,7.0,22.35,133.125,sugercane
128.0,47.15,219.0,6.7925,23.5,76.05,wheat
80.0,40.0,39.95,7.0,28.5,39.0,jowar
40.0,4.5,21.3,5.9125,17.5,51.875,pulses
124.8,47.15,219.0,7.3125,23.5,74.5,wheat
186.225,89.0,229.125,7.0,22.5,80.0,maize
40.0,4.5,20.25,6.1,17.875,48.125,pulses
80.0,40.0,37.1475,7.0,28.5,40.0,jowar
200.0,51.675,287.0,7.0,22.35,137.5,sugercane
191.0,89.0,229.125,7.0,22.5,80.0,maize
80.0,40.0,41.0,7.0,28.5,39.0,jowar
40.0,4.5,21.0,6.1,18.0,48.125,pulses
191.0,89.0,235.0,7.1875,22.5,80.0,maize
131.0,25.0,100.0,6.1625,29.375,55.0,grapes
130.0,24.5,100.0,6.0,29.375,53.5,grapes
40.0,4.5,21.0,6.1,17.875,48.125,pulses
200.0,53.0,280.0,7.0,23.65,133.125,sugercane
191.0,91.225,235.0,7.0,23.175,80.0,maize
128.0,44.85,213.525,7.15,23.5,74.5,wheat
100.0,54.0,207.5,6.5,30.875,20.5,oilcrop
